Number of blocks,Time,Algorithm
4750,14.003515243530273,US
4750,39.00885581970215,US
4750,15.003681182861328,US
48,1.0008811950683594,US
48,0.0,US
48,0.0,US
48,0.0,US
48,0.0,US
48,0.0,US
48,0.99945068359375,US
48,0.0,US
48,0.0,US
48,0.0,US
49,0.0,US
49,1.0006427764892578,US
49,0.0,US
49,0.0,US
49,0.0,US
49,0.0,US
49,0.0,US
49,1.0006427764892578,US
49,0.0,US
49,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
5,0.0,US
50,1.0001659393310547,US
50,0.0,US
50,0.0,US
50,0.0,US
50,0.0,US
50,0.0,US
50,0.9999275207519531,US
50,0.0,US
50,0.0,US
50,0.0,US
500,2.000093460083008,US
500,1.0006427764892578,US
500,0.99945068359375,US
500,0.9999275207519531,US
500,1.0004043579101562,US
500,1.0004043579101562,US
500,0.9996891021728516,US
500,2.000570297241211,US
500,2.0008087158203125,US
500,2.0003318786621094,US
5000,16.003131866455078,US
5000,16.0064697265625,US
5000,15.003204345703125,US
5000,15.003442764282227,US
5000,16.002655029296875,US
5000,16.00360870361328,US
5000,16.003847122192383,US
5000,37.00852394104004,US
5000,15.003681182861328,US
5000,16.00360870361328,US
6,0.0,US
6,0.0,US
6,0.0,US
6,0.0,US
6,0.0,US
6,0.0,US
6,0.0,US
6,1.0004043579101562,US
6,0.0,US
6,0.0,US
6000,41.01228713989258,US
6000,20.0045108795166,US
6000,19.00458335876465,US
6000,19.003868103027344,US
6000,19.00482177734375,US
6000,41.00847244262695,US
6000,19.004106521606445,US
6000,19.00458335876465,US
6000,20.004749298095703,US
6000,19.004106521606445,US
6250,43.012380599975586,US
6250,21.004915237426758,US
6250,20.0045108795166,US
6250,41.00942611694336,US
6250,20.0042724609375,US
6250,43.009281158447266,US
6250,20.0042724609375,US
6250,20.0045108795166,US
6250,42.00935363769531,US
6250,20.0045108795166,US
6500,44.00920867919922,US
6500,21.005630493164062,US
6500,20.0045108795166,US
6500,21.004199981689453,US
6500,21.00515365600586,US
6500,44.01063919067383,US
6500,21.004676818847656,US
6500,21.004676818847656,US
6500,21.004676818847656,US
6500,21.004676818847656,US
6750,44.011831283569336,US
6750,22.00484275817871,US
6750,44.00992393493652,US
6750,21.004915237426758,US
6750,21.004438400268555,US
6750,21.004438400268555,US
6750,22.004365921020508,US
6750,43.00975799560547,US
6750,21.004676818847656,US
6750,45.01032829284668,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7,0.0,US
7000,23.00548553466797,US
7000,22.00603485107422,US
7000,23.00572395324707,US
7000,22.005796432495117,US
7000,23.004770278930664,US
7000,23.00548553466797,US
7000,45.01056671142578,US
7000,23.005247116088867,US
7000,45.01008987426758,US
7000,23.004531860351562,US
7250,49.0107536315918,US
7250,24.006128311157227,US
7250,24.005413055419922,US
7250,23.00548553466797,US
7250,23.004770278930664,US
7250,23.00572395324707,US
7250,23.005008697509766,US
7250,46.01001739501953,US
7250,23.005962371826172,US
7250,47.01113700866699,US
750,2.0003318786621094,US
750,2.000570297241211,US
750,2.000570297241211,US
750,2.000093460083008,US
750,2.0003318786621094,US
750,2.000570297241211,US
750,2.000093460083008,US
750,3.0012130737304688,US
750,2.000570297241211,US
750,2.0003318786621094,US
7500,47.010183334350586,US
7500,24.005413055419922,US
7500,50.011634826660156,US
7500,24.007797241210938,US
7500,48.010826110839844,US
7500,24.00493621826172,US
7500,51.01156234741211,US
7500,25.005340576171875,US
7500,24.006128311157227,US
7500,28.006315231323242,US
7750,26.006221771240234,US
7750,24.005651473999023,US
7750,25.00605583190918,US
7750,26.005268096923828,US
7750,25.005578994750977,US
7750,25.005578994750977,US
7750,26.006221771240234,US
7750,25.005340576171875,US
7750,28.006315231323242,US
7750,26.00574493408203,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8,0.0,US
8000,28.00607681274414,US
8000,26.00550651550293,US
8000,26.007413864135742,US
8000,26.00550651550293,US
8000,25.005817413330078,US
8000,26.006221771240234,US
8000,51.01180076599121,US
8000,26.00550651550293,US
8000,53.01189422607422,US
8000,26.00574493408203,US
8250,51.01132392883301,US
8250,27.00638771057129,US
8250,51.01132392883301,US
8250,26.00574493408203,US
8250,51.010847091674805,US
8250,28.006553649902344,US
8250,50.01115798950195,US
8250,27.006149291992188,US
8250,50.014495849609375,US
8250,27.005434036254883,US
8500,28.006315231323242,US
8500,28.006315231323242,US
8500,28.006315231323242,US
8500,53.011417388916016,US
8500,27.005434036254883,US
8500,53.01260948181152,US
8500,27.00638771057129,US
8500,54.012298583984375,US
8500,28.006553649902344,US
8500,55.01222610473633,US
8750,29.006481170654297,US
8750,30.00640869140625,US
8750,29.006481170654297,US
8750,31.00728988647461,US
8750,54.012298583984375,US
8750,29.006481170654297,US
8750,54.01182174682617,US
8750,29.0069580078125,US
8750,52.011966705322266,US
8750,29.006481170654297,US
9,0.9999275207519531,US
9,0.0,US
9,0.0,US
9,0.0,US
9,0.0,US
9,0.0,US
9,0.0,US
9,0.0,US
9,0.0,US
9,0.0,US
9000,30.007362365722656,US
9000,55.011749267578125,US
9000,29.007434844970703,US
9000,54.012298583984375,US
9000,30.00664710998535,US
9000,53.01189422607422,US
9000,30.00664710998535,US
9000,31.006574630737305,US
9000,55.01246452331543,US
9000,30.007123947143555,US
9250,59.01789665222168,US
9250,33.00738334655762,US
9250,31.006813049316406,US
9250,59.01288986206055,US
9250,30.00664710998535,US
9250,57.01279640197754,US
9250,31.007051467895508,US
9250,32.00721740722656,US
9250,57.01279640197754,US
9250,33.00738334655762,US
9500,57.01303482055664,US
9500,32.007455825805664,US
9500,32.007694244384766,US
9500,59.01527404785156,US
9500,34.00731086730957,US
9500,61.01346015930176,US
9500,32.00674057006836,US
9500,33.00809860229492,US
9500,58.012962341308594,US
9500,31.006813049316406,US
9750,57.01184272766113,US
9750,33.006906509399414,US
9750,32.007455825805664,US
9750,57.01303482055664,US
9750,33.00786018371582,US
9750,33.006906509399414,US
9750,58.013200759887695,US
9750,34.00707244873047,US
9750,60.013532638549805,US
9750,35.00819206237793,US
