Number of blocks,Time,Algorithm,Plan length
13750,48.01058769226074,US,27345
14,0.0,US,21
14,0.0,US,22
14,0.0,US,21
14,0.0,US,25
14,0.0,US,18
14,0.0,US,22
14,0.0,US,19
14,0.0,US,25
14,0.0,US,19
14,0.0,US,21
14000,74.01657104492188,US,27846
14000,75.01649856567383,US,27834
14000,78.0179500579834,US,27851
14000,77.01706886291504,US,27837
14000,78.0177116394043,US,27850
14000,78.0177116394043,US,27848
14000,49.0109920501709,US,27856
14000,51.01156234741211,US,27844
14000,53.01165580749512,US,27846
14000,52.011728286743164,US,27836
14250,77.01683044433594,US,28344
14250,77.01730728149414,US,28349
14250,77.01730728149414,US,28346
14250,80.0180435180664,US,28344
14250,79.01763916015625,US,28342
14250,80.98053932189941,US,28349
14250,81.01916313171387,US,28346
14250,82.01813697814941,US,28349
14250,54.01277542114258,US,28339
14250,53.01165580749512,US,28323
14500,53.01165580749512,US,28836
14500,53.01094055175781,US,28848
14500,51.011085510253906,US,28833
14500,55.01246452331543,US,28850
14500,77.01754570007324,US,28851
14500,78.01699638366699,US,28848
14500,78.0179500579834,US,28846
14500,80.0180435180664,US,28839
14500,99.02191162109375,US,28828
14500,99.22671318054199,US,28841
14750,100.02255439758301,US,29346
14750,96.02236747741699,US,29349
14750,96.02141380310059,US,29359
14750,93.02091598510742,US,29357
14750,99.02215003967285,US,29337
14750,89.02096748352051,US,29340
14750,55.01222610473633,US,29339
14750,61.01346015930176,US,29340
14750,63.01426887512207,US,29339
14750,60.004472732543945,US,29336
15,0.0,US,22
15,0.0,US,25
15,0.0,US,25
15,0.0,US,26
15,0.0,US,21
15,0.0,US,24
15,0.0,US,22
15,0.0,US,20
15,0.0,US,24
15,0.0,US,24
1500,5.001306533813477,US,2952
1500,24.006128311157227,US,2943
1500,5.000829696655273,US,2946
1500,3.9992332458496094,US,2940
1500,3.9997100830078125,US,2950
1500,4.001140594482422,US,2936
1500,5.000829696655273,US,2936
1500,4.000425338745117,US,2942
1500,3.999471664428711,US,2941
1500,4.000425338745117,US,2939
16,0.0,US,21
16,0.0,US,22
16,0.0,US,24
16,0.0,US,21
16,0.0,US,26
16,0.0,US,22
16,0.0,US,24
16,0.0,US,26
16,0.0,US,25
16,0.0,US,25
17,0.0,US,23
17,0.0,US,25
17,0.0,US,28
17,0.0,US,28
17,0.0,US,28
17,1.0001659393310547,US,28
17,0.0,US,28
17,0.0,US,26
17,0.0,US,26
17,0.0,US,26
1750,5.000829696655273,US,3437
1750,5.000829696655273,US,3448
1750,5.000829696655273,US,3450
1750,5.000591278076172,US,3449
1750,5.000829696655273,US,3445
1750,5.001306533813477,US,3439
1750,6.001472473144531,US,3445
1750,5.001068115234375,US,3436
1750,5.001306533813477,US,3443
1750,5.001306533813477,US,3438
18,0.0,US,24
18,0.0,US,29
18,0.0,US,28
18,0.0,US,28
18,0.0,US,28
18,0.0,US,27
18,0.0,US,31
18,0.0,US,30
18,0.0,US,30
18,0.0,US,31
19,0.0,US,32
19,0.0,US,29
19,0.0,US,31
19,0.0,US,28
19,0.0,US,33
19,0.0,US,29
19,0.0,US,33
19,0.0,US,28
19,0.0,US,28
19,0.0,US,32
20,0.0,US,31
20,0.0,US,33
20,0.0,US,31
20,0.0,US,34
20,0.0,US,32
20,0.9999275207519531,US,30
20,0.0,US,31
20,0.0,US,32
20,0.0,US,31
20,0.0,US,35
2000,6.001472473144531,US,3916
2000,27.005910873413086,US,3931
2000,6.001949310302734,US,3935
2000,6.001472473144531,US,3938
2000,5.001544952392578,US,3930
2000,6.001472473144531,US,3930
2000,6.00123405456543,US,3931
2000,6.001472473144531,US,3944
2000,6.00123405456543,US,3938
2000,25.005102157592773,US,3935
21,0.0,US,37
21,0.0,US,36
21,0.0,US,35
21,0.0,US,35
21,1.0001659393310547,US,32
21,0.0,US,32
21,0.0,US,37
21,0.0,US,36
21,0.0,US,33
21,0.0,US,34
22,0.0,US,34
22,0.0,US,35
22,0.0,US,36
22,0.0,US,36
22,0.0,US,40
22,0.0,US,37
22,1.0001659393310547,US,34
22,0.0,US,39
22,0.0,US,35
22,0.0,US,38
2250,7.002115249633789,US,4446
2250,7.001638412475586,US,4431
2250,7.0018768310546875,US,4435
2250,7.00068473815918,US,4439
2250,7.0018768310546875,US,4431
2250,6.001949310302734,US,4433
2250,25.005578994750977,US,4443
2250,7.001638412475586,US,4432
2250,7.001638412475586,US,4429
2250,7.000923156738281,US,4439
23,0.0,US,36
23,0.0,US,37
23,0.0,US,36
23,0.0,US,37
23,0.0,US,39
23,0.0,US,39
23,0.0,US,36
23,0.0,US,33
23,0.0,US,40
23,0.0,US,35
24,0.0,US,39
24,0.0,US,40
24,0.0,US,39
24,0.0,US,38
24,0.0,US,42
24,0.0,US,41
24,0.0,US,39
24,0.0,US,42
24,0.0,US,39
24,0.0,US,39
25,1.0001659393310547,US,41
25,0.0,US,44
25,0.0,US,42
25,0.0,US,41
25,0.0,US,40
25,0.0,US,38
25,0.0,US,42
25,0.0,US,41
25,0.0,US,39
25,0.0,US,38
250,0.0,US,470
250,0.0,US,473
250,0.0,US,479
250,0.0,US,479
250,1.0004043579101562,US,475
250,0.9999275207519531,US,476
250,1.0006427764892578,US,472
250,0.9999275207519531,US,472
250,0.9999275207519531,US,477
250,0.0,US,482
2500,8.001565933227539,US,4935
2500,8.00180435180664,US,4931
2500,7.001399993896484,US,4928
2500,8.001327514648438,US,4922
2500,8.002281188964844,US,4933
2500,8.001565933227539,US,4934
2500,8.002519607543945,US,4926
2500,8.002042770385742,US,4927
2500,8.001565933227539,US,4930
2500,26.005268096923828,US,4936
26,0.0,US,43
26,0.0,US,46
26,0.0,US,45
26,0.0,US,44
26,0.0,US,41
26,0.0,US,42
26,0.0,US,41
26,0.0,US,45
26,0.0,US,42
26,0.0,US,40
27,1.0004043579101562,US,49
27,0.0,US,46
27,0.0,US,46
27,0.0,US,41
27,0.0,US,42
27,0.0,US,46
27,0.0,US,44
27,0.0,US,46
27,0.0,US,43
27,0.0,US,45
2750,8.002042770385742,US,5434
2750,8.002042770385742,US,5436
2750,8.001089096069336,US,5430
2750,8.001565933227539,US,5426
2750,8.002042770385742,US,5437
2750,9.002447128295898,US,5429
2750,9.002208709716797,US,5434
2750,8.001565933227539,US,5427
2750,8.001565933227539,US,5430
2750,8.00180435180664,US,5431
28,0.0,US,48
28,0.0,US,44
28,0.0,US,46
28,0.0,US,46
28,0.0,US,49
28,0.0,US,43
28,0.0,US,46
28,0.0,US,47
28,0.0,US,50
28,0.9996891021728516,US,49
29,0.0,US,52
29,0.0,US,49
29,0.0,US,50
29,0.0,US,50
29,0.0,US,48
29,0.0,US,47
29,0.0,US,52
29,0.0,US,44
29,1.013040542602539,US,50
29,0.0,US,48
30,0.0,US,51
30,0.0,US,52
30,0.0,US,50
30,0.0,US,50
30,0.0,US,53
30,0.0,US,48
30,0.9896755218505859,US,50
30,0.0,US,50
30,0.0,US,48
30,0.0,US,53
3000,30.007123947143555,US,5923
3000,9.002447128295898,US,5932
3000,9.002208709716797,US,5929
3000,9.001970291137695,US,5931
3000,9.000539779663086,US,5928
3000,9.001493453979492,US,5919
3000,9.002447128295898,US,5925
3000,9.002447128295898,US,5926
3000,9.002208709716797,US,5932
3000,9.002208709716797,US,5932
31,0.0,US,52
31,0.0,US,48
31,0.0,US,55
31,0.0,US,51
31,0.0,US,51
31,0.0,US,51
31,0.0,US,54
31,0.0,US,52
31,0.0,US,48
31,0.0,US,53
32,0.0,US,53
32,0.0,US,53
32,0.0,US,56
32,0.0,US,53
32,0.0,US,55
32,0.0,US,56
32,0.0,US,55
32,0.0,US,56
32,0.0,US,53
32,0.0,US,59
3250,11.002779006958008,US,6424
3250,35.00795364379883,US,6426
3250,10.002613067626953,US,6414
3250,11.677265167236328,US,6419
3250,11.003255844116211,US,6418
3250,10.003328323364258,US,6425
3250,32.00697898864746,US,6422
3250,10.001659393310547,US,6425
3250,10.001659393310547,US,6411
3250,11.002302169799805,US,6412
33,0.0,US,55
33,1.0013580322265625,US,57
33,0.0,US,55
33,0.0,US,55
33,0.0,US,60
33,0.0,US,59
33,0.0,US,54
33,0.0,US,57
33,0.0,US,60
33,0.0,US,60
34,0.0,US,56
34,0.0,US,60
34,0.0,US,59
34,0.0,US,59
34,0.0,US,60
34,0.0,US,58
34,0.0,US,56
34,0.0,US,56
34,0.0,US,57
34,0.0,US,60
35,0.0,US,60
35,0.0,US,60
35,0.0,US,60
35,0.0,US,63
35,0.0,US,61
35,0.0,US,60
35,0.0,US,59
35,0.0,US,62
35,0.0,US,64
35,0.0,US,59
3500,12.001991271972656,US,6918
3500,11.002302169799805,US,6926
3500,11.002779006958008,US,6919
3500,11.002302169799805,US,6920
3500,12.002706527709961,US,6920
3500,35.00771522521973,US,6919
3500,11.002540588378906,US,6907
3500,11.001825332641602,US,6926
3500,10.00213623046875,US,6917
3500,11.002779006958008,US,6913
36,0.0,US,63
36,0.0,US,63
36,0.0,US,60
36,0.0,US,62
36,0.0,US,60
36,0.0,US,65
36,0.0,US,60
36,0.0,US,62
36,0.0,US,62
36,0.0,US,61
37,1.0004043579101562,US,59
37,0.0,US,64
37,0.0,US,63
37,0.0,US,65
37,0.0,US,64
37,0.0,US,61
37,0.0,US,62
37,0.0,US,66
37,0.9999275207519531,US,66
37,0.0,US,63
3750,36.00811958312988,US,7420
3750,12.003421783447266,US,7428
3750,12.00246810913086,US,7412
3750,12.001991271972656,US,7418
3750,34.877777099609375,US,7416
3750,13.002634048461914,US,7420
3750,15.003204345703125,US,7415
3750,11.002302169799805,US,7413
3750,33.00666809082031,US,7428
3750,12.00246810913086,US,7412
38,0.0,US,62
38,0.0,US,67
38,0.0,US,60
38,0.0,US,63
38,0.0,US,64
38,0.0,US,60
38,0.0,US,66
38,0.0,US,62
38,1.001119613647461,US,64
38,0.0,US,67
39,0.0,US,65
39,0.0,US,68
39,0.0,US,64
39,0.0,US,63
39,0.0,US,69
39,0.0,US,69
39,0.0,US,64
39,0.0,US,64
39,0.0,US,69
39,0.0,US,66
4,0.0,US,5
4,0.0,US,5
4,0.0,US,5
4,0.0,US,4
4,0.0,US,3
4,0.0,US,2
4,0.0,US,3
4,0.0,US,5
4,0.0,US,6
4,0.0,US,5
40,0.0,US,69
40,0.0,US,73
40,0.0,US,63
40,0.0,US,68
40,0.0,US,68
40,0.0,US,68
40,0.0,US,67
40,0.0,US,70
40,0.0,US,67
40,0.0,US,65
4000,12.002706527709961,US,7911
4000,12.003183364868164,US,7897
4000,34.00754928588867,US,7921
4000,12.002944946289062,US,7924
4000,13.003349304199219,US,7907
4000,13.00358772277832,US,7925
4000,39.008378982543945,US,7908
4000,13.002157211303711,US,7918
4000,12.002706527709961,US,7921
4000,12.002706527709961,US,7922
41,0.0,US,73
41,0.0,US,67
41,0.0,US,69
41,0.0,US,73
41,0.0,US,76
41,0.0,US,74
41,0.0,US,70
41,0.0,US,73
41,0.0,US,67
41,0.0,US,72
42,0.0,US,70
42,0.0,US,73
42,0.0,US,71
42,0.0,US,70
42,0.0,US,68
42,0.0,US,74
42,0.0,US,73
42,0.0,US,71
42,1.0001659393310547,US,72
42,0.0,US,70
4250,33.00833702087402,US,8409
4250,13.004064559936523,US,8415
4250,13.00358772277832,US,8413
4250,13.003110885620117,US,8411
4250,33.007144927978516,US,8404
4250,13.002872467041016,US,8411
4250,13.002395629882812,US,8413
4250,13.002634048461914,US,8419
4250,13.002872467041016,US,8416
4250,13.003110885620117,US,8412
43,0.0,US,71
43,0.0,US,73
43,0.0,US,73
43,0.0,US,72
43,0.0,US,74
43,1.0001659393310547,US,71
43,0.0,US,70
43,0.0,US,79
43,0.0,US,74
43,0.0,US,76
44,0.0,US,75
44,0.0,US,74
44,0.0,US,75
44,0.0,US,79
44,0.0,US,79
44,0.0,US,75
44,0.0,US,79
44,0.9999275207519531,US,80
44,0.0,US,75
44,0.0,US,75
45,0.0,US,78
45,0.0,US,81
45,0.0,US,76
45,1.0001659393310547,US,76
45,0.0,US,80
45,0.0,US,79
45,0.0,US,78
45,0.0,US,79
45,0.0,US,79
45,0.0,US,75
4500,14.003276824951172,US,8914
4500,36.00883483886719,US,8922
4500,14.003276824951172,US,8908
4500,14.002561569213867,US,8907
4500,13.002872467041016,US,8899
4500,14.00303840637207,US,8923
4500,13.003110885620117,US,8907
4500,14.00303840637207,US,8911
4500,36.008358001708984,US,8911
4500,15.004158020019531,US,8916
46,0.0,US,85
46,0.0,US,81
46,0.0,US,82
46,0.0,US,84
46,0.0,US,79
46,0.0,US,83
46,0.0,US,81
46,0.0,US,78
46,0.0,US,78
46,0.0,US,77
47,0.0,US,80
47,0.99945068359375,US,86
47,0.0,US,84
47,0.0,US,82
47,0.0,US,81
47,0.0,US,84
47,0.0,US,86
47,0.0,US,84
47,0.0,US,82
47,0.0,US,84
4750,14.002799987792969,US,9401
4750,15.00391960144043,US,9398
4750,16.00360870361328,US,9415
4750,15.003681182861328,US,9407
4750,15.00391960144043,US,9413
4750,37.00828552246094,US,9395
4750,16.00360870361328,US,9409
4750,15.003681182861328,US,9406
4750,39.00861740112305,US,9421
4750,15.00248908996582,US,9409
48,0.0,US,79
48,1.0008811950683594,US,82
48,0.0,US,81
48,0.0,US,87
48,0.0,US,84
48,0.0,US,87
48,0.0,US,87
48,0.9999275207519531,US,89
48,0.0,US,88
48,0.0,US,83
49,0.0,US,90
49,0.0,US,88
49,1.0008811950683594,US,92
49,0.0,US,88
49,0.0,US,89
49,0.0,US,87
49,0.0,US,83
49,0.0,US,87
49,0.9992122650146484,US,83
49,0.0,US,87
5,0.0,US,6
5,0.0,US,7
5,0.0,US,6
5,0.0,US,4
5,0.0,US,6
5,0.0,US,5
5,0.0,US,7
5,0.0,US,6
5,0.0,US,7
5,0.0,US,6
50,0.0,US,88
50,1.0008811950683594,US,89
50,0.0,US,88
50,0.0,US,83
50,0.0,US,90
50,0.0,US,89
50,0.0,US,87
50,0.9999275207519531,US,88
50,0.0,US,83
50,0.0,US,92
500,1.0001659393310547,US,973
500,0.99945068359375,US,970
500,1.0004043579101562,US,968
500,2.000093460083008,US,966
500,1.9998550415039062,US,966
500,2.0020008087158203,US,971
500,0.99945068359375,US,967
500,1.0001659393310547,US,969
500,1.0004043579101562,US,968
500,1.0006427764892578,US,965
5000,15.002965927124023,US,9899
5000,16.00360870361328,US,9901
5000,16.003847122192383,US,9911
5000,16.00337028503418,US,9897
5000,16.002655029296875,US,9898
5000,16.003847122192383,US,9898
5000,16.00360870361328,US,9900
5000,38.0094051361084,US,9905
5000,15.00391960144043,US,9904
5000,16.003131866455078,US,9903
6,0.0,US,6
6,0.0,US,8
6,0.0,US,8
6,1.0001659393310547,US,7
6,0.0,US,7
6,0.0,US,9
6,0.0,US,6
6,0.0,US,6
6,0.0,US,6
6,0.0,US,6
6000,41.008710861206055,US,11899
6000,19.00458335876465,US,11886
6000,18.003463745117188,US,11892
6000,19.006013870239258,US,11884
6000,20.004749298095703,US,11898
6000,42.009592056274414,US,11891
6000,19.004344940185547,US,11904
6000,19.004106521606445,US,11898
6000,19.004344940185547,US,11902
6000,19.005537033081055,US,11896
6250,58.0134391784668,US,12405
6250,29.006481170654297,US,12388
6250,21.004676818847656,US,12413
6250,44.00992393493652,US,12406
6250,19.004106521606445,US,12393
6250,47.081708908081055,US,12400
6250,22.005081176757812,US,12394
6250,22.005796432495117,US,12387
6250,45.01056671142578,US,12399
6250,20.0045108795166,US,12388
6500,42.00935363769531,US,12895
6500,21.004915237426758,US,12893
6500,20.004987716674805,US,12896
6500,21.00539207458496,US,12898
6500,21.00396156311035,US,12904
6500,46.00977897644043,US,12900
6500,21.004915237426758,US,12900
6500,22.005081176757812,US,12898
6500,22.00484275817871,US,12890
6500,22.00460433959961,US,12890
6750,47.01066017150879,US,13398
6750,24.005413055419922,US,13387
6750,49.0107536315918,US,13395
6750,23.005008697509766,US,13390
6750,22.005796432495117,US,13385
6750,21.004676818847656,US,13392
6750,21.004676818847656,US,13395
6750,45.01032829284668,US,13397
6750,21.196365356445312,US,13398
6750,46.01025581359863,US,13403
7,0.0,US,8
7,0.0,US,9
7,0.0,US,9
7,0.0,US,7
7,0.0,US,11
7,0.0,US,5
7,0.0,US,7
7,0.0,US,8
7,0.0,US,7
7,0.0,US,7
7000,24.00493621826172,US,13891
7000,24.005413055419922,US,13889
7000,24.005413055419922,US,13887
7000,22.005081176757812,US,13893
7000,22.005081176757812,US,13899
7000,23.00572395324707,US,13888
7000,45.01008987426758,US,13869
7000,23.004770278930664,US,13880
7000,47.01042175292969,US,13883
7000,24.005651473999023,US,13887
7250,48.010826110839844,US,14401
7250,23.00405502319336,US,14393
7250,25.005817413330078,US,14392
7250,25.00462532043457,US,14392
7250,23.00572395324707,US,14392
7250,25.005578994750977,US,14394
7250,24.005651473999023,US,14386
7250,46.01001739501953,US,14382
7250,25.00605583190918,US,14395
7250,48.01011085510254,US,14380
750,2.0003318786621094,US,1467
750,2.000570297241211,US,1463
750,2.0003318786621094,US,1466
750,2.000570297241211,US,1463
750,3.0007362365722656,US,1464
750,2.000093460083008,US,1458
750,2.0003318786621094,US,1458
750,2.000093460083008,US,1462
750,2.000570297241211,US,1463
750,2.000570297241211,US,1454
7500,49.0114688873291,US,14881
7500,25.005578994750977,US,14889
7500,49.010515213012695,US,14879
7500,24.005413055419922,US,14880
7500,48.01058769226074,US,14883
7500,25.006771087646484,US,14878
7500,47.01066017150879,US,14889
7500,24.00517463684082,US,14876
7500,23.00572395324707,US,14882
7500,25.00605583190918,US,14875
7750,25.005817413330078,US,15385
7750,24.00517463684082,US,15396
7750,25.003433227539062,US,15371
7750,26.005983352661133,US,15387
7750,24.005889892578125,US,15368
7750,28.005361557006836,US,15368
7750,25.005578994750977,US,15396
7750,25.00462532043457,US,15393
7750,26.005268096923828,US,15381
7750,28.006792068481445,US,15377
8,0.0,US,9
8,0.0,US,10
8,0.0,US,8
8,0.0,US,10
8,0.0,US,11
8,0.0,US,9
8,0.0,US,14
8,0.0,US,13
8,0.0,US,11
8,0.0,US,11
8000,27.006149291992188,US,15886
8000,26.005983352661133,US,15873
8000,27.00638771057129,US,15884
8000,26.00574493408203,US,15897
8000,26.00574493408203,US,15871
8000,27.005672454833984,US,15877
8000,51.01418495178223,US,15867
8000,31.007766723632812,US,15888
8000,49.01123046875,US,15885
8000,26.005983352661133,US,15883
8250,50.011634826660156,US,16374
8250,28.00583839416504,US,16370
8250,50.01115798950195,US,16380
8250,27.007102966308594,US,16385
8250,50.01068115234375,US,16381
8250,26.005983352661133,US,16373
8250,49.010276794433594,US,16383
8250,26.005983352661133,US,16390
8250,49.01313781738281,US,16379
8250,27.005910873413086,US,16372
8500,27.005910873413086,US,16868
8500,27.00662612915039,US,16860
8500,28.00607681274414,US,16877
8500,52.011966705322266,US,16881
8500,28.006315231323242,US,16872
8500,52.01101303100586,US,16876
8500,30.006885528564453,US,16884
8500,56.01191520690918,US,16891
8500,28.006792068481445,US,16890
8500,50.011396408081055,US,16866
8750,29.0069580078125,US,17363
8750,32.00793266296387,US,17377
8750,33.006906509399414,US,17376
8750,32.007455825805664,US,17370
8750,55.01246452331543,US,17387
8750,31.00728988647461,US,17372
8750,60.013532638549805,US,17385
8750,32.00674057006836,US,17388
8750,57.01255798339844,US,17374
8750,31.006336212158203,US,17371
9,0.0,US,11
9,0.0,US,11
9,0.0,US,13
9,0.0,US,12
9,0.0,US,12
9,0.0,US,14
9,0.0,US,11
9,0.0,US,10
9,0.0,US,11
9,0.0,US,15
9000,32.00674057006836,US,17870
9000,58.013200759887695,US,17889
9000,32.00793266296387,US,17869
9000,58.01582336425781,US,17875
9000,32.00674057006836,US,17888
9000,61.01274490356445,US,17865
9000,31.006813049316406,US,17859
9000,33.00738334655762,US,17887
9000,59.01384353637695,US,17876
9000,35.00795364379883,US,17877
9250,55.01222610473633,US,18363
9250,32.00674057006836,US,18370
9250,40.0087833404541,US,18390
9250,70.01566886901855,US,18380
9250,31.006813049316406,US,18360
9250,56.01215362548828,US,18369
9250,37.00852394104004,US,18387
9250,35.00819206237793,US,18374
9250,56.012630462646484,US,18377
9250,31.006336212158203,US,18367
9500,59.01384353637695,US,18865
9500,39.00957107543945,US,18876
9500,38.00797462463379,US,18889
9500,61.01393699645996,US,18880
9500,34.00778770446777,US,18869
9500,60.015201568603516,US,18890
9500,34.00826454162598,US,18878
9500,35.007476806640625,US,18872
9500,64.01395797729492,US,18870
9500,39.008140563964844,US,18873
9750,66.01357460021973,US,19364
9750,34.00778770446777,US,19366
9750,35.00819206237793,US,19375
9750,74.01657104492188,US,19365
9750,46.01025581359863,US,19374
9750,42.009592056274414,US,19365
9750,67.01517105102539,US,19385
9750,36.00740432739258,US,19358
9750,57.01255798339844,US,19358
9750,32.00674057006836,US,19368
