Number of blocks,Time,Algorithm,Plan length
46,0.0,GN1,71
46,0.0,GN1,77
46,0.9996891021728516,GN1,79
46,0.0,GN1,72
46,1.0013580322265625,GN1,73
46,0.0,GN1,65
47,0.9996891021728516,GN1,71
47,0.0,GN1,80
47,1.0004043579101562,GN1,77
47,0.0,GN1,68
47,1.0001659393310547,GN1,68
47,0.0,GN1,75
47,1.0001659393310547,GN1,82
47,0.0,GN1,76
47,0.0,GN1,75
47,1.0006427764892578,GN1,81
4750,54.470062255859375,GN1,9225
4750,52.51789093017578,GN1,9213
4750,85.33406257629395,GN1,9240
4750,53.160905838012695,GN1,9255
4750,54.012298583984375,GN1,9227
4750,85.01911163330078,GN1,9224
4750,55.24730682373047,GN1,9237
4750,55.01389503479004,GN1,9244
4750,54.02946472167969,GN1,9273
4750,56.0145378112793,GN1,9230
48,1.0004043579101562,GN1,68
48,0.0,GN1,70
48,0.9996891021728516,GN1,73
48,0.0,GN1,81
48,0.0,GN1,74
48,0.0,GN1,85
48,0.9825229644775391,GN1,81
48,0.0,GN1,73
48,0.0,GN1,85
48,0.0,GN1,76
49,1.0006427764892578,GN1,82
49,0.0,GN1,79
49,0.9996891021728516,GN1,83
49,0.0,GN1,83
49,0.9999275207519531,GN1,79
49,0.0,GN1,81
49,1.0001659393310547,GN1,74
49,0.0,GN1,81
49,1.0006427764892578,GN1,70
49,0.0,GN1,80
5,0.0,GN1,5
5,0.0,GN1,6
5,0.0,GN1,6
5,0.0,GN1,3
5,0.0,GN1,5
5,0.0,GN1,4
5,0.0,GN1,6
5,0.0,GN1,5
5,1.0006427764892578,GN1,5
5,0.0,GN1,6
50,0.0,GN1,85
50,1.0001659393310547,GN1,84
50,0.0,GN1,86
50,0.9996891021728516,GN1,74
50,0.0,GN1,78
50,1.0006427764892578,GN1,87
50,0.0,GN1,75
50,0.9996891021728516,GN1,75
50,0.0,GN1,76
50,1.0006427764892578,GN1,85
500,5.00035285949707,GN1,948
500,5.0029754638671875,GN1,928
500,5.001068115234375,GN1,930
500,5.015850067138672,GN1,919
500,6.001472473144531,GN1,925
500,5.000591278076172,GN1,937
500,6.003141403198242,GN1,928
500,5.000829696655273,GN1,927
500,5.504608154296875,GN1,924
500,5.000591278076172,GN1,912
5000,58.51864814758301,GN1,9732
5000,87.0370864868164,GN1,9741
5000,57.79242515563965,GN1,9742
5000,59.01217460632324,GN1,9704
5000,91.95590019226074,GN1,9736
5000,59.01288986206055,GN1,9694
5000,58.01820755004883,GN1,9719
5000,57.511091232299805,GN1,9721
5000,57.93881416320801,GN1,9713
5000,59.93056297302246,GN1,9745
6,0.0,GN1,6
6,0.0,GN1,7
6,0.0,GN1,7
6,0.0,GN1,7
6,0.0,GN1,6
6,0.0,GN1,8
6,0.0,GN1,4
6,0.0,GN1,6
6,0.0,GN1,4
6,0.0,GN1,6
6000,70.09458541870117,GN1,11695
6000,68.17936897277832,GN1,11695
6000,69.01764869689941,GN1,11689
6000,100.66366195678711,GN1,11678
6000,70.01566886901855,GN1,11677
6000,70.01614570617676,GN1,11697
6000,103.02329063415527,GN1,11728
6000,74.0201473236084,GN1,11724
6000,70.01543045043945,GN1,11693
6000,68.01390647888184,GN1,11672
6250,72.01623916625977,GN1,12240
6250,104.02417182922363,GN1,12173
6250,152.03452110290527,GN1,12213
6250,79.01620864868164,GN1,12194
6250,78.0177116394043,GN1,12209
6250,71.80047035217285,GN1,12191
6250,110.02445220947266,GN1,12175
6250,81.01749420166016,GN1,12171
6250,81.01844787597656,GN1,12186
6250,104.02369499206543,GN1,12162
6500,75.01697540283203,GN1,12689
6500,106.02545738220215,GN1,12682
6500,82.01789855957031,GN1,12726
6500,84.01846885681152,GN1,12672
6500,80.01828193664551,GN1,12723
6500,79.01716232299805,GN1,12739
6500,115.02552032470703,GN1,12687
6500,83.01877975463867,GN1,12721
6500,75.01673698425293,GN1,12688
6500,79.01763916015625,GN1,12686
6750,78.0179500579834,GN1,13230
6750,111.02652549743652,GN1,13158
6750,82.01789855957031,GN1,13194
6750,81.01916313171387,GN1,13163
6750,79.01787757873535,GN1,13195
6750,79.01787757873535,GN1,13164
6750,112.02573776245117,GN1,13189
6750,84.92493629455566,GN1,13230
6750,110.02469062805176,GN1,13179
6750,80.0178050994873,GN1,13224
7,0.0,GN1,8
7,0.0,GN1,8
7,0.0,GN1,8
7,0.0,GN1,5
7,0.0,GN1,11
7,0.0,GN1,4
7,0.0,GN1,6
7,0.0,GN1,6
7,0.0,GN1,6
7,0.0,GN1,6
7000,88.01865577697754,GN1,13707
7000,87.0206356048584,GN1,13694
7000,83.01854133605957,GN1,13663
7000,116.02592468261719,GN1,13670
7000,83.01854133605957,GN1,13699
7000,113.02590370178223,GN1,13647
7000,86.01975440979004,GN1,13626
7000,115.02575874328613,GN1,13650
7000,84.02013778686523,GN1,13669
7000,84.01846885681152,GN1,13701
7250,87.02254295349121,GN1,14178
7250,87.01896667480469,GN1,14165
7250,116.02592468261719,GN1,14172
7250,87.01944351196289,GN1,14185
7250,118.02887916564941,GN1,14170
7250,86.01975440979004,GN1,14211
7250,124.02796745300293,GN1,14159
